,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
793,124,32,140977,2006-08-18,IN,100/300,1000,1310,0,469875,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,YES,0,1,NO,57700,5770,5770,46160,Toyota,Camry,2003,N,Middle Aged,Established Client,10.333333333333334,13536.666666666668,-44163.33333333333
794,320,48,787351,2013-04-28,IL,250/500,2000,1730,7000000,443342,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,95,1995,N,Middle Aged,Long-Term Client,26.666666666666668,46133.33333333333,-10026.666666666672
795,297,47,272330,2009-11-29,IN,250/500,500,1616,7000000,456363,MALE,MD,adm-clerical,movies,unmarried,0,-59500,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,?,0,3,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999,N,Middle Aged,Long-Term Client,24.75,39996.0,-4404.0
796,421,56,728025,1990-02-15,IN,100/300,500,1935,4000000,470826,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,?,2,3,?,92730,16860,8430,67440,Mercedes,E400,2004,Y,Elderly,Long-Term Client,35.083333333333336,67886.25,-24843.75
797,136,33,804608,2002-04-12,OH,250/500,1000,855,0,458582,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,2015,N,Middle Aged,Established Client,11.333333333333334,9690.0,-21010.0
798,46,24,718829,1999-02-21,OH,250/500,2000,1568,4000000,454480,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,0,?,56600,11320,5660,39620,Toyota,Camry,1999,N,Young Adult,Established Client,3.8333333333333335,6010.666666666666,-50589.333333333336
799,34,24,482404,2011-06-18,IN,500/1000,2000,1550,0,435632,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,2015-02-01,Parked Car,?,Trivial Damage,None,VA,Hillsdale,4390 4th Drive,20,1,YES,0,1,?,3960,660,660,2640,Audi,A3,1998,N,Young Adult,Established Client,2.8333333333333335,4391.666666666666,431.66666666666606
800,95,30,331170,1995-03-26,IL,250/500,2000,1370,0,442206,MALE,College,transport-moving,video-games,unmarried,48900,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,YES,0,3,?,34800,3480,6960,24360,Accura,MDX,1999,N,Young Adult,Established Client,7.916666666666667,10845.833333333334,-23954.166666666664
801,140,36,753056,1991-05-03,IN,250/500,500,1363,0,468303,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,?,2,0,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000,N,Middle Aged,Established Client,11.666666666666666,15901.666666666666,-63598.333333333336
802,200,34,910365,2001-12-19,IN,250/500,1000,828,3000000,467762,FEMALE,College,prof-specialty,basketball,other-relative,0,0,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,?,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009,N,Middle Aged,Long-Term Client,16.666666666666668,13800.0,-42200.0
803,123,29,379268,2012-08-05,IN,250/500,500,1209,0,447188,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,YES,1,0,YES,73260,16280,0,56980,Volkswagen,Jetta,2014,Y,Young Adult,Established Client,10.25,12392.25,-60867.75
804,267,46,362843,2004-08-09,OH,250/500,2000,1111,0,469438,MALE,MD,craft-repair,base-jumping,unmarried,35000,0,2015-02-03,Parked Car,?,Trivial Damage,None,WV,Arlington,4905 Best Lane,3,1,YES,2,3,YES,4950,900,450,3600,Toyota,Camry,1995,N,Middle Aged,Long-Term Client,22.25,24719.75,19769.75
805,290,42,135400,2014-01-20,IN,500/1000,500,989,0,462519,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,95,2013,N,Middle Aged,Long-Term Client,24.166666666666668,23900.833333333336,-24099.166666666664
806,45,37,798579,2011-12-19,IN,250/500,1000,1114,0,432534,MALE,College,prof-specialty,dancing,wife,0,0,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005,N,Middle Aged,Established Client,3.75,4177.5,-48022.5
807,186,38,250833,2008-07-28,IN,250/500,2000,1347,0,436467,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,?,73800,12300,12300,49200,Audi,A3,1995,N,Middle Aged,Long-Term Client,15.5,20878.5,-52921.5
808,135,34,824116,1998-05-05,IL,250/500,2000,1687,0,465674,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,?,1,2,NO,78200,15640,7820,54740,Audi,A3,2009,N,Middle Aged,Established Client,11.25,18978.75,-59221.25
809,110,33,322613,1995-04-16,IN,250/500,1000,1183,0,442389,MALE,Associate,other-service,bungie-jumping,husband,0,0,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,?,2,3,NO,55200,13800,9200,32200,Saab,93,2015,Y,Middle Aged,Established Client,9.166666666666666,10844.166666666666,-44355.833333333336
810,259,43,871305,1992-02-14,IL,500/1000,2000,1537,0,471614,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,Fusion,2012,N,Middle Aged,Long-Term Client,21.583333333333332,33173.583333333336,-23886.416666666664
811,114,30,488037,2007-07-11,OH,250/500,1000,1173,0,442936,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,2015-02-25,Vehicle Theft,?,Minor Damage,None,WV,Arlington,4434 Weaver St,3,1,NO,0,3,YES,4680,520,520,3640,Chevrolet,Malibu,2013,N,Young Adult,Established Client,9.5,11143.5,6463.5
812,404,56,485813,2010-04-07,IN,250/500,1000,1361,4000000,437944,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,NO,2,0,YES,53100,5310,5310,42480,Accura,MDX,2005,Y,Elderly,Long-Term Client,33.666666666666664,45820.333333333336,-7279.666666666664
813,282,48,886473,1991-03-10,OH,500/1000,2000,1422,7000000,473705,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,2015-02-09,Vehicle Theft,?,Minor Damage,None,WV,Springfield,2809 Francis Lane,7,1,?,1,2,NO,3520,640,320,2560,Accura,MDX,2013,N,Middle Aged,Long-Term Client,23.5,33417.0,29897.0
814,57,25,907113,1996-01-20,IL,500/1000,2000,1143,0,469363,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,2010,N,Young Adult,Established Client,4.75,5429.25,-67470.75
815,215,38,833321,2010-03-01,IN,250/500,500,1405,0,465376,FEMALE,PhD,craft-repair,camping,unmarried,0,0,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,?,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,2008,N,Middle Aged,Long-Term Client,17.916666666666668,25172.916666666664,-45527.083333333336
816,140,30,521592,2014-06-15,IL,100/300,500,1354,0,438775,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,?,0,0,?,60170,5470,10940,43760,Nissan,Pathfinder,2006,N,Young Adult,Established Client,11.666666666666666,15796.666666666666,-44373.333333333336
817,250,42,254837,2004-11-25,IN,100/300,500,1055,0,457962,MALE,High School,exec-managerial,paintball,husband,69500,-40700,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,?,1,1,?,74800,13600,6800,54400,Ford,Fusion,2009,Y,Middle Aged,Long-Term Client,20.833333333333332,21979.166666666668,-52820.83333333333
818,286,41,634499,2000-08-26,IL,250/500,1000,999,0,477947,MALE,College,prof-specialty,paintball,wife,25800,0,2015-01-01,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,YES,2,0,?,4100,820,410,2870,Chevrolet,Malibu,2009,N,Middle Aged,Long-Term Client,23.833333333333332,23809.5,19709.5
819,356,47,574707,2005-08-23,IN,250/500,2000,1155,0,431104,MALE,High School,prof-specialty,camping,husband,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,YES,0,3,?,61490,5590,11180,44720,Dodge,RAM,2009,N,Middle Aged,Long-Term Client,29.666666666666668,34265.0,-27225.0
820,65,29,476839,1990-08-09,IL,250/500,1000,1726,0,456570,MALE,High School,other-service,basketball,own-child,0,0,2015-01-28,Vehicle Theft,?,Trivial Damage,None,VA,Hillsdale,4453 Best Ave,14,1,?,0,0,?,7200,720,1440,5040,Audi,A5,1999,N,Young Adult,Established Client,5.416666666666667,9349.166666666668,2149.166666666668
821,187,34,149601,2003-03-28,IN,500/1000,500,1232,0,612986,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,?,0,0,?,45100,8200,4100,32800,Nissan,Pathfinder,2011,N,Middle Aged,Long-Term Client,15.583333333333334,19198.666666666668,-25901.333333333332
822,386,53,630683,2007-10-23,OH,250/500,500,1078,0,615730,MALE,JD,craft-repair,camping,not-in-family,36800,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,?,2,3,YES,66660,12120,6060,48480,Honda,Civic,2006,N,Middle Aged,Long-Term Client,32.166666666666664,34675.666666666664,-31984.333333333336
823,197,41,500639,1996-06-27,OH,500/1000,1000,1324,0,478640,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997,Y,Middle Aged,Long-Term Client,16.416666666666668,21735.666666666664,-54664.333333333336
824,166,37,352120,1994-12-11,IN,250/500,500,1518,0,470510,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,F150,2001,N,Middle Aged,Long-Term Client,13.833333333333334,20999.0,-37301.0
825,293,49,569245,1995-12-05,IL,100/300,2000,1239,0,439360,FEMALE,JD,transport-moving,skydiving,husband,34900,0,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,?,1,1,?,57310,5210,10420,41680,Volkswagen,Passat,2002,N,Middle Aged,Long-Term Client,24.416666666666668,30252.25,-27057.75
826,179,32,907012,1996-12-15,OH,500/1000,2000,1246,0,440251,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,?,0,1,?,53100,5900,5900,41300,Suburu,Impreza,2006,N,Middle Aged,Long-Term Client,14.916666666666666,18586.166666666664,-34513.833333333336
827,76,24,700074,2011-06-06,OH,250/500,1000,1622,0,600313,FEMALE,MD,priv-house-serv,paintball,husband,0,0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6,3,NO,1,1,?,74700,14940,7470,52290,Suburu,Forrestor,1997,N,Young Adult,Established Client,6.333333333333333,10272.666666666666,-64427.333333333336
828,105,28,866805,1995-12-13,OH,250/500,500,1082,0,452216,FEMALE,Associate,prof-specialty,golf,own-child,0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,1995,N,Young Adult,Established Client,8.75,9467.5,-51032.5
829,97,26,951863,1997-10-28,OH,250/500,1000,1270,0,478532,MALE,Masters,protective-serv,chess,unmarried,0,-72100,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,2006,Y,Young Adult,Established Client,8.083333333333334,10265.833333333332,-74654.16666666667
830,148,36,211578,1996-01-04,IL,500/1000,1000,1236,5000000,616929,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,2009,N,Middle Aged,Established Client,12.333333333333334,15244.0,-45806.0
831,77,26,357394,2008-05-09,IL,250/500,2000,785,0,620207,MALE,JD,exec-managerial,movies,other-relative,49700,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12,3,YES,2,0,?,69080,12560,6280,50240,Audi,A5,2009,Y,Young Adult,Established Client,6.416666666666667,5037.083333333334,-64042.916666666664
832,295,46,863749,2009-12-05,IN,250/500,500,1265,0,605743,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,2015-01-16,Vehicle Theft,?,Minor Damage,None,VA,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007,N,Middle Aged,Long-Term Client,24.583333333333332,31097.916666666668,26537.916666666668
833,126,28,596914,1992-01-05,IN,250/500,500,1508,0,472814,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,1,?,67800,11300,11300,45200,Ford,F150,2011,N,Young Adult,Established Client,10.5,15834.0,-51966.0
834,132,32,684653,1997-11-15,OH,250/500,2000,1106,0,464362,MALE,PhD,other-service,reading,wife,43100,-31900,2015-01-07,Vehicle Theft,?,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,Legacy,2005,N,Middle Aged,Established Client,11.0,12166.0,6566.0
835,370,55,528259,2012-12-22,IN,500/1000,2000,1389,7000000,456203,MALE,JD,other-service,basketball,wife,0,-53200,2015-02-17,Vehicle Theft,?,Minor Damage,None,NC,Northbrook,4814 Lincoln Lane,6,1,?,0,2,?,9000,900,1800,6300,Mercedes,ML350,2015,N,Middle Aged,Long-Term Client,30.833333333333332,42827.5,33827.5
836,257,43,797636,1992-05-19,IN,100/300,1000,974,0,468984,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006,N,Middle Aged,Long-Term Client,21.416666666666668,20859.833333333336,-64460.166666666664
837,9,24,326180,2002-05-25,IL,100/300,2000,1304,0,473349,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,2015-01-31,Vehicle Theft,?,Trivial Damage,None,NC,Arlington,6939 3rd Hwy,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,2001,Y,Young Adult,New Client,0.75,978.0,-4962.0
838,185,34,620075,2010-04-21,OH,250/500,500,1257,0,474771,FEMALE,PhD,armed-forces,movies,husband,0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,YES,1,1,?,51370,9340,4670,37360,BMW,M5,2000,Y,Middle Aged,Long-Term Client,15.416666666666666,19378.75,-31991.25
839,234,43,965187,1990-03-26,OH,250/500,500,1257,0,448294,MALE,Associate,protective-serv,reading,own-child,0,-48800,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,2011,N,Middle Aged,Long-Term Client,19.5,24511.5,-27088.5
840,253,44,516182,2007-05-12,OH,100/300,2000,719,0,606606,FEMALE,High School,farming-fishing,golf,own-child,45800,0,2015-02-13,Parked Car,?,Trivial Damage,None,SC,Arlington,1741 Best Ridge,9,1,NO,0,3,?,5400,600,600,4200,Chevrolet,Malibu,1998,N,Middle Aged,Long-Term Client,21.083333333333332,15158.916666666666,9758.916666666666
841,233,39,728839,2001-01-02,OH,500/1000,2000,1524,0,605220,MALE,JD,craft-repair,reading,unmarried,0,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,?,1,0,YES,48870,5430,5430,38010,Saab,95,1999,N,Middle Aged,Long-Term Client,19.416666666666668,29591.0,-19279.0
842,274,44,771509,2006-08-10,IN,500/1000,500,1395,0,466612,FEMALE,JD,tech-support,reading,husband,0,0,2015-02-05,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,?,5590,860,860,3870,BMW,X5,2000,N,Middle Aged,Long-Term Client,22.833333333333332,31852.5,26262.5
843,297,48,264221,2014-07-28,IL,500/1000,1000,1243,0,463331,MALE,Masters,protective-serv,camping,wife,0,-71400,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,?,0,2,?,54960,6870,0,48090,Toyota,Corolla,2002,Y,Middle Aged,Long-Term Client,24.75,30764.25,-24195.75
844,273,47,602704,2011-09-27,OH,500/1000,1000,1189,0,457843,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,?,39800,7960,3980,27860,Jeep,Wrangler,2014,N,Middle Aged,Long-Term Client,22.75,27049.75,-12750.25
845,147,37,672416,2013-04-20,IN,500/1000,2000,1375,0,609226,FEMALE,Masters,armed-forces,chess,own-child,0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,?,0,1,?,56160,6240,6240,43680,Ford,Fusion,2015,Y,Middle Aged,Established Client,12.25,16843.75,-39316.25
846,285,42,545506,1991-03-20,IN,100/300,500,1389,0,452942,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,?,52700,5270,10540,36890,Toyota,Corolla,2005,N,Middle Aged,Long-Term Client,23.75,32988.75,-19711.25
847,289,43,777533,2002-12-21,OH,500/1000,1000,1387,0,609390,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,3,?,68580,7620,7620,53340,Jeep,Wrangler,2010,N,Middle Aged,Long-Term Client,24.083333333333332,33403.58333333333,-35176.41666666667
848,427,60,953334,2005-12-03,IN,100/300,1000,1178,7000000,446608,MALE,MD,craft-repair,board-games,own-child,0,-54400,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004,Y,Elderly,Long-Term Client,35.583333333333336,41917.16666666667,-48942.83333333333
849,380,53,369781,2011-05-25,IL,250/500,2000,1166,6000000,602500,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,2015-02-24,Parked Car,?,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,2001,N,Middle Aged,Long-Term Client,31.666666666666668,36923.333333333336,31223.333333333336
850,13,21,990998,2006-10-18,IN,100/300,1000,1556,0,463809,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,2014,N,Young Adult,New Client,1.0833333333333333,1685.6666666666665,-93244.33333333333
851,282,43,982678,2006-07-19,OH,250/500,500,1452,0,611996,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,2007,Y,Middle Aged,Long-Term Client,23.5,34122.0,-12678.0
852,312,47,646069,2002-06-08,OH,500/1000,1000,1212,0,459298,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000,N,Middle Aged,Long-Term Client,26.0,31512.0,-24808.0
853,266,46,331683,2009-02-12,OH,100/300,2000,1578,0,468158,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,N,Middle Aged,Long-Term Client,22.166666666666668,34979.0,-48511.0
854,30,36,364055,2001-05-14,IN,500/1000,500,1488,0,440831,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,2,?,57900,5790,5790,46320,Saab,95,2008,N,Middle Aged,Established Client,2.5,3720.0,-54180.0
855,198,36,521854,2001-02-16,IN,250/500,1000,1096,0,603848,MALE,High School,armed-forces,kayaking,own-child,0,0,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,?,1,3,YES,49410,5490,5490,38430,Audi,A3,2015,N,Middle Aged,Long-Term Client,16.5,18084.0,-31326.0
856,290,45,737252,1993-11-18,OH,500/1000,2000,1215,0,617739,MALE,Associate,tech-support,reading,own-child,54400,0,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,?,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012,N,Middle Aged,Long-Term Client,24.166666666666668,29362.5,-36837.5
857,260,46,344480,1990-02-18,OH,100/300,2000,1482,0,607133,MALE,MD,priv-house-serv,reading,husband,35000,0,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,Camry,2005,N,Middle Aged,Long-Term Client,21.666666666666668,32110.0,-31970.0
858,233,43,898519,2000-05-21,OH,250/500,1000,954,0,437470,FEMALE,College,tech-support,dancing,other-relative,0,0,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,?,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000,N,Middle Aged,Long-Term Client,19.416666666666668,18523.5,-23976.5
859,130,30,957816,2012-08-26,IL,500/1000,2000,1193,0,461372,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,NO,2,3,?,48950,8900,4450,35600,Suburu,Legacy,2005,N,Young Adult,Established Client,10.833333333333334,12924.166666666668,-36025.83333333333
860,230,42,175960,2004-11-16,IN,100/300,1000,1023,0,476130,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999,N,Middle Aged,Long-Term Client,19.166666666666668,19607.5,-39242.5
861,212,40,489618,2003-01-23,IL,500/1000,1000,1524,0,452438,FEMALE,Masters,other-service,golf,husband,73200,0,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006,N,Middle Aged,Long-Term Client,17.666666666666668,26924.0,-55476.0
862,299,44,717044,2008-11-07,OH,500/1000,1000,1653,0,460517,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,YES,2,0,?,54240,6780,6780,40680,Suburu,Impreza,2009,N,Middle Aged,Long-Term Client,24.916666666666668,41187.25,-13052.75
863,91,26,101421,1999-10-19,IL,250/500,1000,1022,0,444896,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,?,0,2,?,74200,7420,7420,59360,Jeep,Wrangler,1996,N,Young Adult,Established Client,7.583333333333333,7750.166666666667,-66449.83333333333
864,398,53,793948,1990-12-20,IL,100/300,2000,1396,0,448722,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,1,?,47430,5270,5270,36890,Toyota,Camry,2000,N,Middle Aged,Long-Term Client,33.166666666666664,46300.666666666664,-1129.3333333333358
